resource_id,resource_name,resource_url,description,archived,format,type,runtime,subject_areas,authoring_organization,intended_audiences,record_modified,resource_revised
L003374112,"Rise, Serve, Lead! America's Women Physicians - Elizabeth Blackwell's Legacy: Women Leading in Medicine",https://www.nlm.nih.gov/exhibition/riseservelead/education-lessonplan1.html,Students explore diverse careers and accomplishments among more than three hundred American women physicians.,False,HTML,Page,Unknown,K-12 Education; History of Medicine,Exhibitions Team,Everyone; Educator,12/12/2023 12:00:00 AM,09/30/2022 12:00:00 AM
L001671112,Rural Health Resources,https://www.nnlm.gov/training/class-catalog/rural-health-resources,"Evidence shows that there are marked health disparities between those living in rural areas versus their urban counterparts. Not only do rural residents suffer from higher incidence of chronic illness, they also have limited access to primary care services and are more likely to be uninsured or under-insured. This webinar will describe hallmarks of rural America, identify access challenges of living in rural communities, and equip participants with tools to service the health information needs of those living in rural communities. We will explore websites from the National Library of Medicine, U.S. Department of Agriculture Economic Research Service, Rural Health Information Hub and the Robert Wood Johnson Foundation. The origins of each website will be explained. Each of the websites contain consumer-level information and offers an opportunity for data downloads. The downloads will be demonstrated. These resources are relevant to nurses, librarians, public health workers, allied healthcare professionals, educators, faith- and community-based organizations.",False,HTML,Webinar Source Page,60.0,Consumer Health,Network of the National Library of Medicine,Everyone,10/21/2022 12:00:00 AM,11/18/2021 12:00:00 AM
L003229112,RxNorm (NLM Product Outreach Guide),https://www.nnlm.gov/Br7vB,"A standardized vocabulary for human prescription drugs and certain over-the-counter medications available in the United States. RxNav is a browser that allows people to find drugs in RxNorm using various names and codes. This brief product guide to RxNorm and RxNav is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.",False,PDF,Document,Unknown,Drugs and Chemicals; RxNorm; Other; Terminology,Network of the National Library of Medicine,Educator,02/20/2025 12:00:00 AM,08/12/2022 12:00:00 AM
L001903112,"SPHERES Webinar, NCBI Submission & Annotation for SARS-CoV-2",https://youtu.be/Gr20D_NcWPg,"Lydia, Eric, Linda, Yuriy and Eneida from NCBI give a detailed overview of SARS-CoV-2 sequence submission and annotation, including the VADR annotation pipeline, GenBank batch submissions, and SRA upload processes.",False,MP4 Video,YouTube Video,55.0,Genetics and Molecular Biology; Bioinformatics; Data Science,"Training Team, NCBI",Everyone,12/01/2020 12:00:00 AM,11/04/2020 12:00:00 AM
L002101112,SPHERES Webinar: NCBI STAT/Host Removal,https://www.youtube.com/watch?v=qumHxte3gqs,Chris O'Sullivan and Ken Katz from NCBI present a pre-submission tool for SRA data that screens for human contamination.,False,MP4 Video,YouTube Video,45.0,My NCBI; Other,"Training Team, NCBI",Everyone; Educator,04/28/2021 12:00:00 AM,03/03/2021 12:00:00 AM
L005449112,Sample GenBank Record,https://www.ncbi.nlm.nih.gov/genbank/samplerecord/,This page presents an annotated sample GenBank record (accession number U49845) in its GenBank Flat File format.,False,HTML,Page,Unknown,Genetics and Molecular Biology,"Training Team, NCBI",Everyone,09/09/2024 12:00:00 AM,01/12/2021 12:00:00 AM
L004821112,SciENcv for NSF Users: Biographical Sketches,https://www.youtube.com/watch?v=KD381vU7HD0,"This video focuses on features in SciENcv that help you create, share, and maintain NSF approved biographical sketches that are used for proposal submission.",False,MP4 Video,YouTube Video,6.0,SciENcv; NCBI Workshops,"Training Team, NCBI",Everyone; Educator,07/22/2024 12:00:00 AM,07/18/2024 12:00:00 AM
L004381112,SciENcv for NSF Users: Current and Pending (Other) Support,https://www.youtube.com/watch?v=iIhD9J5H4Tg,This is a step-by-step tutorial to help you create and maintain NSF-approved Current and Pending (Other) Support format for proposal submission.,False,MP4 Video,YouTube Video,5.0,SciENcv,"Training Team, NCBI",Everyone; Educator,07/22/2024 12:00:00 AM,07/18/2024 12:00:00 AM
L001661112,Searching LactMed and LiverTox for Drug Effects,https://youtu.be/e_gmqeYCS5k,"For health sciences librarians looking for resources on the effects of drugs, the National Library of Medicine maintains two relevant databases: LactMed and LiverTox. Both of these databases are located in the NLM Bookshelf and are searchable through PubMed. This webinar will give a brief introduction to Bookshelf, LactMed and LiverTox. This webinar is part of the Health Sciences Libraries Series.",False,MP4 Video,YouTube Video,Unknown,Drugs and Chemicals; Bookshelf,Network of the National Library of Medicine,Everyone,07/03/2020 12:00:00 AM,06/26/2020 12:00:00 AM
L004941112,Searching and Browsing in the CDE-R: An NLM Navigator,https://www.nlm.nih.gov/oet/ed/navigator/cder1/launch.html,"Use this NLM Navigator tutorial to learn how to search and browse for CDEs, Forms, and Bundles in the Common Data Element Repository (CDE-R).",False,HTML,NLM Navigator,Unknown,Data Management; Common Data Elements (CDE),"Training Team, User Engagement Program",Everyone; Educator,08/27/2024 12:00:00 AM,01/12/2024 12:00:00 AM
L005383112,Searching with Structures in PubChem,https://youtu.be/DWTvE0pXwBU,"PubChem is the National Library of Medicine's open chemistry database. This video demonstrates how to search PubChem with line notations and structure drawings and how to find identical compounds, similar structures, substructures, and superstructures.",False,MP4 Video,YouTube Video,8.0,Drugs and Chemicals; PubChem,"Training Team, User Engagement Program",Everyone,08/26/2024 12:00:00 AM,08/26/2024 12:00:00 AM
L00510080,Semantic MEDLINE: An Advanced Information Management Application for Biomedicine,https://www.nlm.nih.gov/oet/ed/mesh/semantic_medline.html,"Marcelo Fiszman, Lister Hill Center for Biomedical Communications, describes Semantic MEDLINE, a tool for exploring semantic relationships in MEDLINE",False,MP4 Video,Video Tutorial,16.0,MEDLINE; Medical Subject Headings (MeSH); Unified Medical Language System (UMLS),"Training Team, User Engagement Program",Everyone; Developer,07/29/2021 12:00:00 AM,06/21/2017 12:00:00 AM
L005845112,Specialized Bioinformatics and Data Management in Medical Libraries,https://www.youtube.com/watch?v=YCW4YcFK5OI&t=1s,"uest speakers from University of Pittsburgh, Washington University and University of Pennsylvania libraries describe their bioinformatics, molecular biology and data science support programs. This 1 hour webinar is part of the Evolution of Bioinformatics Services in Libraries Speaker Series.",False,MP4 Video,YouTube Video,64.0,Bioinformatics,Network of the National Library of Medicine,Everyone,03/17/2025 12:00:00 AM,03/17/2025 12:00:00 AM
L005741112,Standardize Your Research Data with the NIH Common Data Element Repository (December 2024),https://www.nlm.nih.gov/oet/ed/cde/2024_cde-r.html,"On December 12, 2024, Catherine Staley from the User Engagement Program (UEP) and Robin Taylor from the National Library of Medicine’s (NLM) MEDLARS Management Section (MMS) hosted the training Standardize Your Research Data with the NIH Common Data Elements Repository. Through live demonstrations and hands-on exercises, this course introduces you to common data elements (CDEs) and the NIH Common Data Elements Repository (CDE-R).",False,HTML,Webinar Source Page,78.0,Common Data Elements (CDE),"Training Team, User Engagement Program",Everyone; Educator,01/07/2025 12:00:00 AM,01/07/2025 12:00:00 AM
L004341112,Standardize Your Research Data with the NIH Common Data Element Repository – On Demand (requires free registration),https://www.nnlm.gov/training/class/standardize-your-research-data-nih-common-data-element-repository-demand,"Through demonstrations and hands-on exercises, this course will introduce you to common data elements (CDEs) and the NIH Common Data Element Repository (CDE-R). The course begins with an in-depth introduction to what CDEs are and examples of how researchers are already using them. Then, you’ll see how to search the repository and practice searching on your own. This on-demand course offers 1.5 MLA continuing education credits.",False,HTML,On-Demand Course,90.0,Common Data Elements (CDE),"Training Team, User Engagement Program",Everyone; Educator,03/14/2025 12:00:00 AM,07/14/2023 12:00:00 AM
L005844112,Strengthening Library and University Core Collaborations in Bioinformatics,https://www.youtube.com/watch?v=vrV2x2RRtJA,Explore collaborative partnerships between libraries and bioinformatics programs featuring expert speakers from University of Michigan Taubman Health Sciences Library and the NYU Health Sciences Library’s Data Services team. This 1 hour webinar is part of the Evolution of Bioinformatics Services in Libraries Speaker Series.,False,MP4 Video,YouTube Video,60.0,Bioinformatics,Network of the National Library of Medicine,Everyone,03/17/2025 12:00:00 AM,03/17/2025 12:00:00 AM
L003724112,Submitting Activity Reports for NNLM Funded Projects,https://www.youtube.com/watch?v=RsRineV4S7Y,This brief video is for NNLM Subawardees and explains how to create and submit an Activity Report on your Project.,False,MP4 Video,YouTube Video,6.0,Other,Network of the National Library of Medicine,Everyone; Educator,01/06/2023 12:00:00 AM,08/29/2022 12:00:00 AM
L000627112,Submitting Data to NCBI,https://ftp.ncbi.nlm.nih.gov/pub/factsheets/HowTo_Submission_FlowCharts.pdf,"NCBI databases accept many types of data from biomedical research projects. These range from biological sequences, microarray data, chemical substances and their biological activities, to complete scientific manuscripts. Since each of these diverse data types has unique requirements, NCBI has specialized submission processes for each one. This handout provides a quick guide to NCBI data submission.",False,PDF,Document,Unknown,Genetics and Molecular Biology; Bioinformatics,"Training Team, NCBI",Everyone,05/10/2022 12:00:00 AM,12/31/2014 12:00:00 AM
L003364112,"Surviving and Thriving: AIDS, Politics, and Culture/Sobrevivir y Prosperar: Sida, Política y Cultura: Patient Zero and the Early North American HIV/AIDS Epidemic",https://www.nlm.nih.gov/exhibition/surviving-and-thriving/resource-detail1.html,"The search for a “Patient Zero”—popularly understood to be the first infected case of an epidemic—has been an important feature of the news media’s coverage of disease outbreaks from the late 20th century onward, including HIV/AIDS, Ebola, SARS, and H1N1. Yet despite its widespread use, the term is a recent invention, drawing its origins from epidemiological studies investigating the etiology of AIDS in the United States in 1982. How did the idea of an epidemic's “Patient Zero” so swiftly come to exert a strong grip on the scientific, media, and popular consciousness?",False,HTML,Page,Unknown,K-12 Education; History of Medicine,Exhibitions Team,Everyone; Educator,12/12/2023 12:00:00 AM,09/30/2022 12:00:00 AM
L005804112,Synergizing Libraries with NCBI/NIH Resources,https://www.youtube.com/watch?v=92FLafd9_90,"NLM, NCBI and NNLM colleagues share the successes and challenges in meeting the evolving needs of biomedical researchers and those who support them through the lens of NLM's many years of specialized NCBI training programs.",False,MP4 Video,YouTube Video,61.0,Other,Network of the National Library of Medicine,Everyone,03/14/2025 12:00:00 AM,03/14/2025 12:00:00 AM
L005448112,Talking Glossary of Genomic and Genetic Terms,https://www.genome.gov/genetics-glossary,The glossary features nearly 250 terms explained in an easy-to-understand way by leading scientists and professionals at the National Human Genome Research Institute.,False,HTML,Page,Unknown,Genetics and Molecular Biology,Other NIH,Everyone,09/09/2024 12:00:00 AM,01/01/2023 12:00:00 AM
L004852112,The Charles Drew Papers - Educational Resources,https://profiles.nlm.nih.gov/spotlight/bg/feature/educator,The National Library of Medicine presents the following instructional resources for educators in K-12 as well as in higher education institutions for use with the Charles R. Drew Papers. These resources provide examples of how the rich content and primary sources in an online archive can be used in a classroom. They were developed as instructional suggestions that educators may adapt in whole or in parts as she or he deems most appropriate for students' interests and academic goals.,False,HTML,Webinar Source Page,Unknown,History of Medicine,Exhibitions Team,Everyone; Educator,12/12/2023 12:00:00 AM,12/12/2023 12:00:00 AM
L003348112,"The Literature of Prescription: Charlotte Perkins Gilman and ""The Yellow Wall-Paper"" - Lesson Plans",https://www.nlm.nih.gov/exhibition/theliteratureofprescription/education/index.html,The Literature of Prescription presents the following instructional resources for educators in high schools and higher education institutions. The resources provide examples of how the rich content and primary-source readings in the exhibition can be used in a classroom. They are developed as instructional suggestions that an educator may adapt in whole or in part as she or he deems most appropriate for the students’ interest and academic goals.,False,HTML,Page,Unknown,K-12 Education; History of Medicine,Exhibitions Team,Everyone; Educator,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM
